,System Pout Consumption Energy [kWh],System Pout AC-coupling Energy [kWh],System Pin Consumption Energy [kWh],System Pin Injection Energy [kWh],System Batt Charge Energy [kWh],System Batt Discharge Energy [kWh],Solar Power Energy [kWh]
2018-06-22,5.909333333333319,0.0,0.0,0.0,3.4169283866666693,-2.951353081666661,6.740333333333289
2018-06-23,5.761833333333342,0.0,0.0,0.0,3.2551988249999995,-2.7894281399999903,6.581333333333322
2018-06-24,5.922333333333282,0.0,0.0,0.0,2.718534301666669,-3.4434477900000022,5.486833333333315
2018-06-25,12.036166666666663,0.0,4.348333333333334,0.0,4.797021166666662,-4.954910456666672,7.825999999999995
2018-06-26,16.758833333333307,0.0,8.575000000000005,0.0,7.612134720000006,-6.920980611666655,9.470333333333336
2018-06-27,21.031999999999847,0.0,10.368499999999996,0.0,9.163297849999996,-9.490170776666663,11.1358333333333
2018-06-28,17.413666666666597,0.0,7.183166666666663,0.0,8.83995647833333,-7.881330970000001,12.09849999999995
2018-06-29,19.2036666666667,0.0,11.991666666666672,0.0,10.22144106833333,-8.742319716666668,9.558666666666658
2018-06-30,19.86433333333337,0.0,11.108499999999985,0.0,9.883907333333346,-8.316825210000003,11.028333333333311
2018-07-01,16.231499999999997,0.0,7.574833333333324,0.0,7.78335498666667,-6.538195233333329,10.528499999999989
2018-07-02,17.092833333333296,0.0,5.4008333333333365,0.0,9.423364923333342,-9.71761092333333,12.3623333333333
2018-07-03,18.059833333333234,0.0,9.933833333333329,0.0,7.972199096666673,-8.564192901666681,8.338999999999983
2018-07-04,19.96199999999995,0.0,14.99016666666668,0.0,10.982005121666663,-8.903993280000016,8.684166666666663
2018-07-05,21.050666666666725,0.0,26.144333333333314,0.0,16.998947156666656,-13.153000865000005,0.004
2018-07-06,21.828166666666597,0.0,25.559000000000005,0.0,15.185539268333327,-12.484751356666667,0.0
2018-07-07,17.581500000000037,0.0,19.48100000000001,0.0,12.86607844833332,-11.90360801166667,0.0
2018-07-08,18.946333333333367,0.0,19.756499999999985,0.0,11.778854101666665,-11.888538049999982,0.0
2018-07-09,17.30116666666668,0.0,20.22283333333336,0.0,12.009788336666665,-9.730077365000007,0.0
2018-07-10,,,,,,,
2018-07-11,16.174166666666668,0.0,17.85750000000001,0.0,10.133893796666664,-8.96153290666666,0.0
2018-07-12,16.89649999999996,0.0,9.300499999999987,0.0,7.492552323333326,-7.033619026666669,8.720666666666629
2018-07-13,17.266666666666687,0.0,11.722333333333335,0.0,9.77513457166666,-7.851339888333326,8.403166666666639
2018-07-14,19.101333333333216,0.0,13.394500000000004,0.0,10.908785486666671,-9.446013546666652,8.20583333333331
2018-07-15,18.392166666666686,0.0,12.60216666666668,0.0,9.77104758166667,-7.9950584650000005,8.474999999999993
2018-07-16,17.080500000000004,0.0,12.068833333333332,0.0,10.091977788333338,-8.47975564166666,7.3124999999999885
2018-07-17,17.580333333333353,0.0,14.976,0.0,10.59921043666667,-8.92484906500001,5.108166666666639
2018-07-18,16.580500000000022,0.0,11.817666666666693,0.0,9.475738773333328,-6.917431841666663,8.276166666666638
2018-07-19,17.150166666666635,0.0,11.490166666666672,0.0,9.229344121666681,-7.52710159333334,8.341500000000005
2018-07-20,17.402999999999942,0.0,10.623333333333344,0.0,9.199627261666667,-9.188715013333333,7.6453333333333315
2018-07-21,17.357499999999934,0.0,14.450333333333333,0.0,10.95159227333333,-10.634210180000013,4.425666666666644
2018-07-22,16.726833333333264,0.0,14.300499999999996,0.0,11.302501816666668,-7.364892956666661,7.303333333333323
2018-07-23,15.463166666666638,0.0,7.687000000000006,0.0,7.132262066666665,-6.793364393333331,8.548833333333329
2018-07-24,14.234666666666657,0.0,8.760000000000002,0.0,8.968670289999999,-7.21491759833334,7.990333333333322
2018-07-25,16.778666666666656,0.0,13.476499999999998,0.0,8.978528285000015,-6.684565706666663,6.355000000000004
2018-07-26,17.10383333333325,0.0,13.099833333333322,0.0,8.443623311666673,-6.866326178333334,6.24783333333332
2018-07-27,15.803666666666684,0.0,8.951166666666659,0.0,8.43048452333334,-7.326216389999998,8.729666666666665
2018-07-28,17.05733333333323,0.0,13.478666666666673,0.0,9.428750028333335,-8.807060168333317,5.036000000000001
2018-07-29,17.60216666666655,0.0,12.932333333333341,0.0,9.371272613333337,-6.924649356666665,8.093999999999987
2018-07-30,17.41400000000004,0.0,8.925000000000006,0.0,9.272491281666664,-7.8492274033333285,10.72699999999996
2018-07-31,16.758666666666674,0.0,9.690000000000005,0.0,8.971365998333331,-8.104662900000003,8.711333333333336
2018-08-01,18.58616666666666,0.0,12.830666666666673,0.0,9.812822563333333,-9.590046933333326,6.898166666666614
2018-08-02,17.931666666666647,0.0,13.84166666666665,0.0,10.583329113333331,-7.136509701666664,8.609333333333307
2018-08-03,19.26333333333324,0.0,13.705666666666682,0.0,10.06308858000001,-8.995457966666669,7.694833333333305
2018-08-04,19.128333333333384,0.0,14.422666666666666,0.0,10.765051383333338,-10.084927693333345,6.492333333333317
2018-08-05,17.965333333333305,0.0,11.965499999999992,0.0,10.552159136666658,-8.584325731666684,8.967833333333314
2018-08-06,17.145666666666713,0.0,11.317166666666672,0.0,9.88997926666668,-8.366363663333324,8.31616666666663
2018-08-07,16.094833333333344,0.0,7.470833333333337,0.0,9.011488315000012,-8.422299146666681,10.235499999999973
2018-08-08,18.058833333333194,0.0,13.193666666666674,0.0,11.228398248333336,-9.10206361666665,7.976499999999992
2018-08-09,17.813166666666607,0.0,14.090666666666667,0.0,10.527253203333327,-9.89660365166667,5.27566666666665
2018-08-10,18.011833333333293,0.0,12.563499999999989,0.0,10.748405401666679,-7.723347490000003,9.547166666666637
2018-08-11,16.588666666666715,0.0,10.026500000000006,0.0,8.638587300000005,-7.197563631666674,8.944333333333308
2018-08-12,16.33750000000004,0.0,9.35983333333334,0.0,8.392865914999998,-7.461110131666664,8.866333333333325
2018-08-13,14.767666666666612,0.0,11.918499999999984,0.0,9.199132988333341,-7.778855888333323,5.249999999999996
2018-08-14,16.216833333333266,0.0,13.35366666666668,0.0,7.949153491666666,-6.94590249833333,4.741499999999964
2018-08-15,17.75049999999994,0.0,12.490333333333348,-0.00016666666666666666,8.670926406666661,-6.641747503333332,8.27066666666664
2018-08-16,14.68950000000007,0.0,12.861999999999998,0.0,9.399593843333337,-6.129779784999987,6.173833333333318
2018-08-17,14.888833333333311,0.0,11.635166666666654,0.0,8.540333745000009,-7.114308343333325,5.4889999999999555
2018-08-18,16.73966666666659,0.0,12.103166666666649,0.0,8.999830141666656,-7.976549711666665,6.443
2018-08-19,15.984999999999928,0.0,10.196000000000014,0.0,7.576496393333332,-6.9500248199999985,7.091166666666619
2018-08-20,15.990666666666591,0.0,11.416499999999994,0.0,8.281865923333337,-7.030072416666664,6.733333333333317
2018-08-21,15.783999999999986,0.0,13.380666666666649,0.0,8.951477106666669,-6.892420914999993,5.195166666666628
2018-08-22,15.82716666666669,0.0,10.21533333333334,0.0,8.13162495333334,-7.086715455000009,7.15116666666664
2018-08-23,11.701500000000072,0.0,8.288666666666664,0.0,7.345250766666677,-5.464351758333331,5.989166666666649
2018-08-24,12.151833333333354,0.0,9.869333333333323,0.0,7.217483875000002,-5.6144275366666685,4.547166666666644
2018-08-25,12.897166666666768,0.0,10.150999999999998,0.0,6.626731904999994,-5.9573097650000015,3.98766666666667
2018-08-26,12.114500000000106,0.0,8.227000000000002,0.0,6.73637147833333,-5.083446258333331,6.137499999999994
2018-08-27,12.424833333333426,0.0,9.06716666666666,0.0,7.151793994999992,-5.0530965899999964,6.21933333333332
2018-08-28,13.479666666666738,0.0,9.076166666666683,0.0,7.367152755000003,-5.650672140000001,6.794666666666661
2018-08-29,16.7618333333334,0.0,12.361833333333335,0.0,7.047038851666667,-6.824230746666663,5.11783333333332
2018-08-30,13.339500000000008,0.0,10.766499999999985,0.0,6.796522658333334,-3.747910764999997,6.252999999999998
2018-08-31,11.273333333333522,0.0,9.269333333333302,0.0,5.438476811666665,-4.759191478333338,3.152166666666666
