v7.0,XT-Ubat- (MIN) [Vdc],XT-Uin [Vac],XT-Iin [Aac],XT-Pout [kVA],XT-Pout+ [kVA],XT-Fout [Hz],XT-Fin [Hz],XT-Phase [],XT-Mode [],XT-Transfert [],XT-RME [],XT-Aux 1 [],XT-Aux 2 [],XT-Ubat [Vdc],XT-Ibat [Adc],XT-Pin a [kW],XT-Pout a [kW],XT-Dev1+ (MAX) [?C],VS-Ppv [kW],,,,VS-Mod1 [],,VS-Dev1 [],VS-Upv [Vdc],,VS-Ubat [Vdc],VS-Ibat [Adc],VS-Phas [],VS-RME [],VS-Aux 1 [],VS-Aux 2 [],BSP-Ubat [Vdc],BSP-Ibat [Adc],BSP-SOC [%],BSP-Tbat [?C],Solar power (ALL) [kW],DEV XT-DBG1 [],DEV VS-locEr [],DEV SYS MSG,DEV SYS SCOM ERR,
,I3090,I3113,I3116,I3098,I3097,I3110,I3122,I3010,I3028,I3020,I3086,I3054,I3055,I3092,I3095,I3119,I3101,I3103,I15061,I15062,I15063,I15061,I15014,I15015,I15065,I15059,I15060,I15054,I15057,I15002,I15111,I15088,I15089,I7030,I7031,I7032,I7033,I17999,I3140,I15109,I17997,I17998,
,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1-1,L1-1,L1-1,L1-1,L1-1,1,1,1,ALL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALL,1,1,1,1,
24.07.2020 00:00,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.47,-7.77,68.94,17.08,0.00,61440.00,0.00,,0,,
24.07.2020 00:01,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.50,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.47,-7.75,68.88,17.08,0.00,61440.00,0.00,,0,,
24.07.2020 00:02,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-7.00,-0.02,0.31,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.47,-7.76,68.88,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:03,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.47,-7.77,68.88,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:04,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.44,-7.75,68.81,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:05,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.41,0.00,0,0,0,0,49.44,-7.72,68.81,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:06,48.91,2.00,0.00,0.42,2.35,50.00,0.00,1,1,0,1,0,1,49.31,-8.00,-0.02,0.35,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.38,0.00,0,0,0,0,49.44,-8.96,68.75,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:07,49.25,2.00,0.00,0.76,0.77,50.00,0.00,1,1,0,1,0,1,49.16,-13.00,-0.02,0.59,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.22,0.00,0,0,0,0,49.28,-14.34,68.75,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:08,49.25,2.00,0.00,0.75,0.77,50.00,0.00,1,1,0,1,0,1,49.25,-14.00,-0.02,0.59,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.19,0.00,0,0,0,0,49.25,-14.24,68.69,17.06,0.00,61440.00,0.00,,0,,
24.07.2020 00:09,49.25,2.00,0.00,0.73,0.77,50.00,0.00,1,1,0,1,0,1,49.25,-14.00,-0.02,0.58,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.19,0.00,0,0,0,0,49.25,-14.15,68.62,17.05,0.00,61440.00,0.00,,0,,
24.07.2020 00:10,49.25,2.00,0.00,0.72,0.77,50.00,0.00,1,1,0,1,0,1,49.16,-13.00,-0.02,0.58,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.19,0.00,0,0,0,0,49.25,-14.10,68.62,17.05,0.00,61440.00,0.00,,0,,
24.07.2020 00:11,49.25,2.00,0.00,0.72,0.77,50.00,0.00,1,1,0,1,0,1,49.16,-13.00,-0.02,0.58,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.19,0.00,0,0,0,0,49.25,-14.03,68.56,17.05,0.00,61440.00,0.00,,0,,
24.07.2020 00:12,48.81,2.00,0.00,0.75,2.41,50.00,0.00,1,1,0,1,0,1,49.25,-14.00,-0.02,0.61,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.16,0.00,0,0,0,0,49.22,-14.64,68.50,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:13,49.25,2.00,0.00,0.58,0.83,50.00,0.00,1,1,0,1,0,1,49.16,-11.00,-0.02,0.47,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.22,0.00,0,0,0,0,49.28,-11.48,68.50,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:14,49.31,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-8.00,-0.02,0.35,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.31,0.00,0,0,0,0,49.38,-8.69,68.44,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:15,49.44,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-8.00,-0.02,0.34,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.31,0.00,0,0,0,0,49.38,-8.67,68.44,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:16,49.44,2.00,0.00,0.41,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-8.00,-0.02,0.35,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.38,-8.68,68.38,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:17,49.44,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-8.00,-0.02,0.35,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.38,-8.67,68.38,17.03,0.00,61440.00,0.00,,0,,
24.07.2020 00:18,49.44,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-8.00,-0.02,0.35,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.38,-8.66,68.38,17.02,0.00,61440.00,0.00,,0,,
24.07.2020 00:19,49.44,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-8.00,-0.02,0.35,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.38,-8.67,68.31,17.02,0.00,61440.00,0.00,,0,,
24.07.2020 00:20,49.44,2.00,0.00,0.41,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-8.00,-0.02,0.34,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.38,-8.66,68.31,17.02,0.00,61440.00,0.00,,0,,
24.07.2020 00:21,49.44,2.00,0.00,0.42,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-8.00,-0.02,0.34,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.31,0.00,0,0,0,0,49.38,-8.63,68.25,17.02,0.00,61440.00,0.00,,0,,
24.07.2020 00:22,49.44,2.00,0.00,0.37,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-7.00,-0.02,0.31,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.41,-7.95,68.25,17.00,0.00,61440.00,0.00,,0,,
24.07.2020 00:23,49.44,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.44,-7.00,-0.02,0.30,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.34,0.00,0,0,0,0,49.41,-7.73,68.25,17.00,0.00,61440.00,0.00,,0,,
24.07.2020 00:24,48.91,2.00,0.00,0.52,2.34,50.00,0.00,1,1,0,1,0,1,49.25,-9.00,-0.02,0.40,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.28,0.00,0,0,0,0,49.34,-10.23,68.19,17.00,0.00,61440.00,0.00,,0,,
24.07.2020 00:25,49.31,2.00,0.00,0.53,0.53,50.00,0.00,1,1,0,1,0,1,49.25,-9.00,-0.02,0.40,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.28,0.00,0,0,0,0,49.34,-9.98,68.19,17.00,0.00,61440.00,0.00,,0,,
24.07.2020 00:26,49.31,2.00,0.00,0.53,0.53,50.00,0.00,1,1,0,1,0,1,49.31,-9.00,-0.02,0.40,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.84,49.28,0.00,0,0,0,0,49.34,-10.08,68.12,17.00,0.00,61440.00,0.00,,0,,
24.07.2020 00:27,48.81,2.00,0.00,0.81,2.53,50.00,0.00,1,1,0,1,0,1,49.25,-13.00,-0.02,0.60,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.19,0.00,0,0,0,0,49.22,-14.48,68.12,16.98,0.00,61440.00,0.00,,0,,
24.07.2020 00:28,49.16,2.00,0.00,0.95,1.25,50.00,0.00,1,1,0,1,0,1,49.06,-16.00,-0.02,0.69,40.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.09,0.00,0,0,0,0,49.16,-16.88,68.06,16.98,0.00,61440.00,0.00,,0,,
24.07.2020 00:29,49.06,2.00,0.00,0.99,1.01,50.00,0.00,1,1,0,1,0,1,49.00,-17.00,-0.02,0.76,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.03,0.00,0,0,0,0,49.09,-18.38,68.00,16.98,0.00,61440.00,0.00,,0,,
24.07.2020 00:30,49.06,2.00,0.00,1.01,1.01,50.00,0.00,1,1,0,1,0,1,49.06,-18.00,-0.02,0.78,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.03,0.00,0,0,0,0,49.09,-18.64,67.94,16.98,0.00,61440.00,0.00,,0,,
24.07.2020 00:31,49.06,2.00,0.00,0.97,1.01,50.00,0.00,1,1,0,1,0,1,49.00,-17.00,-0.02,0.76,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.03,0.00,0,0,0,0,49.09,-18.20,67.88,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:32,49.06,2.00,0.00,0.96,1.01,50.00,0.00,1,1,0,1,0,1,49.00,-17.00,-0.02,0.75,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.03,0.00,0,0,0,0,49.09,-17.97,67.81,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:33,49.06,2.00,0.00,0.92,1.01,50.00,0.00,1,1,0,1,0,1,49.06,-16.00,-0.02,0.72,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.03,0.00,0,0,0,0,49.12,-17.20,67.75,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:34,49.25,2.00,0.00,0.59,0.59,50.00,0.00,1,1,0,1,0,1,49.25,-11.00,-0.02,0.47,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.19,0.00,0,0,0,0,49.25,-11.59,67.75,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:35,49.25,2.00,0.00,0.53,0.59,50.00,0.00,1,1,0,1,0,1,49.16,-10.00,-0.02,0.44,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.22,0.00,0,0,0,0,49.28,-10.76,67.69,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:36,49.31,2.00,0.00,0.37,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-7.00,-0.02,0.32,42.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.28,0.00,0,0,0,0,49.34,-8.05,67.69,16.97,0.00,61440.00,0.00,,0,,
24.07.2020 00:37,49.31,2.00,0.00,0.36,0.42,50.00,0.00,1,1,0,1,0,1,49.31,-7.00,-0.02,0.30,41.00,0.00,0.00,0.00,0.00,0,0,18,11.23,11.83,49.31,0.00,0,0,0,0,49.38,-7.72,67.62,16.95,0.00,61440.00,0.00,,0,,
