v7.0,XT-Ubat- (MIN) [Vdc],XT-Uin [Vac],XT-Iin [Aac],XT-Pout [kVA],XT-Pout+ [kVA],XT-Fout [Hz],XT-Fin [Hz],XT-Phase [],XT-Mode [],XT-Transfert [],XT-RME [],XT-Aux 1 [],XT-Aux 2 [],XT-Ubat [Vdc],XT-Ibat [Adc],XT-Pin a [kW],XT-Pout a [kW],XT-Dev1+ (MAX) [?C],VS-Ppv [kW],,,,VS-Mod1 [],,VS-Dev1 [],VS-Upv [Vdc],,VS-Ubat [Vdc],VS-Ibat [Adc],VS-Phas [],VS-RME [],VS-Aux 1 [],VS-Aux 2 [],BSP-Ubat [Vdc],BSP-Ibat [Adc],BSP-SOC [%],BSP-Tbat [?C],Solar power (ALL) [kW],DEV XT-DBG1 [],DEV VS-locEr [],DEV SYS MSG,DEV SYS SCOM ERR,
,I3090,I3113,I3116,I3098,I3097,I3110,I3122,I3010,I3028,I3020,I3086,I3054,I3055,I3092,I3095,I3119,I3101,I3103,I15061,I15062,I15063,I15061,I15014,I15015,I15065,I15059,I15060,I15054,I15057,I15002,I15111,I15088,I15089,I7030,I7031,I7032,I7033,I17999,I3140,I15109,I17997,I17998,
,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1-1,L1-1,L1-1,L1-1,L1-1,1,1,1,ALL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALL,1,1,1,1,
29.08.2020 00:00,48.91,2.00,0.00,0.45,2.05,50.00,0.00,2,1,0,1,0,1,49.25,-8.00,-0.02,0.35,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.19,0.00,1,0,0,0,49.25,-8.87,58.72,16.70,0.00,61440.00,0.00,,0,,
29.08.2020 00:01,49.25,2.00,0.00,0.43,0.48,50.00,0.00,2,1,0,1,0,1,49.16,-8.00,-0.02,0.35,39.00,0.00,0.00,0.00,0.00,0,0,16,11.19,11.80,49.19,0.00,1,0,0,0,49.25,-8.83,58.72,16.70,0.00,61440.00,0.00,,0,,
29.08.2020 00:02,49.25,2.00,0.00,0.43,0.48,50.00,0.00,2,1,0,1,0,1,49.16,-8.00,-0.02,0.35,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.19,0.00,1,0,0,0,49.22,-8.88,58.69,16.70,0.00,61440.00,0.00,,0,,
29.08.2020 00:03,49.25,2.00,0.00,0.43,0.48,50.00,0.00,2,1,0,1,0,1,49.25,-8.00,-0.02,0.35,39.00,0.00,0.00,0.00,0.00,0,0,16,11.19,11.80,49.19,0.00,1,0,0,0,49.22,-8.81,58.66,16.70,0.00,61440.00,0.00,,0,,
29.08.2020 00:04,49.25,2.00,0.00,0.42,0.48,50.00,0.00,2,1,0,1,0,1,49.16,-8.00,-0.02,0.34,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.16,0.00,1,0,0,0,49.22,-8.80,58.62,16.69,0.00,61440.00,0.00,,0,,
29.08.2020 00:05,49.25,2.00,0.00,0.43,0.48,50.00,0.00,2,1,0,1,0,1,49.16,-8.00,-0.02,0.34,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.16,0.00,1,0,0,0,49.22,-8.79,58.59,16.69,0.00,61440.00,0.00,,0,,
29.08.2020 00:06,48.75,2.00,0.00,0.54,2.47,50.00,0.00,2,1,0,1,0,1,49.25,-10.00,-0.02,0.43,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.12,0.00,1,0,0,0,49.19,-10.68,58.56,16.69,0.00,61440.00,0.00,,0,,
29.08.2020 00:07,49.06,2.00,0.00,0.64,0.65,50.00,0.00,2,1,0,1,0,1,49.06,-11.00,-0.02,0.50,39.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,49.06,0.00,1,0,0,0,49.09,-12.41,58.53,16.67,0.00,61440.00,0.00,,0,,
29.08.2020 00:08,48.56,2.00,0.00,1.01,2.64,50.00,0.00,2,1,0,1,0,1,49.00,-17.00,-0.02,0.75,40.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,48.91,0.00,1,0,0,0,48.97,-18.28,58.50,16.67,0.00,61440.00,0.00,,0,,
29.08.2020 00:09,49.00,2.00,0.00,1.01,1.07,50.00,0.00,2,1,0,1,0,1,48.91,-17.00,-0.02,0.73,40.00,0.00,0.00,0.00,0.00,0,0,16,11.18,11.80,48.91,0.00,1,0,0,0,48.97,-17.92,58.44,16.67,0.00,61440.00,0.00,,0,,
