v7.0,XT-Ubat- (MIN) [Vdc],XT-Uin [Vac],XT-Iin [Aac],XT-Pout [kVA],XT-Pout+ [kVA],XT-Fout [Hz],XT-Fin [Hz],XT-Phase [],XT-Mode [],XT-Transfert [],XT-RME [],XT-Aux 1 [],XT-Aux 2 [],XT-Ubat [Vdc],XT-Ibat [Adc],XT-Pin a [kW],XT-Pout a [kW],XT-Dev1+ (MAX) [?C],VS-Ppv [kW],,,,VS-Mod1 [],,VS-Dev1 [],VS-Upv [Vdc],,VS-Ubat [Vdc],VS-Ibat [Adc],VS-Phas [],VS-RME [],VS-Aux 1 [],VS-Aux 2 [],BSP-Ubat [Vdc],BSP-Ibat [Adc],BSP-SOC [%],BSP-Tbat [?C],Solar power (ALL) [kW],DEV XT-DBG1 [],DEV VS-locEr [],DEV SYS MSG,DEV SYS SCOM ERR,
,I3090,I3113,I3116,I3098,I3097,I3110,I3122,I3010,I3028,I3020,I3086,I3054,I3055,I3092,I3095,I3119,I3101,I3103,I15061,I15062,I15063,I15061,I15014,I15015,I15065,I15059,I15060,I15054,I15057,I15002,I15111,I15088,I15089,I7030,I7031,I7032,I7033,I17999,I3140,I15109,I17997,I17998,
,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1-1,L1-1,L1-1,L1-1,L1-1,1,1,1,ALL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALL,1,1,1,1,
09.09.2020 00:00,49.31,2.00,0.00,0.65,0.65,50.00,0.00,2,1,0,1,0,1,49.50,-11.00,-0.02,0.49,39.00,0.00,0.00,0.00,0.00,0,0,16,11.20,11.83,49.25,0.00,1,0,0,0,49.31,-11.98,74.25,16.05,0.00,61440.00,0.00,,0,,
09.09.2020 00:01,49.31,2.00,0.00,0.46,0.65,50.00,0.00,2,1,0,1,0,1,49.31,-8.00,-0.02,0.36,39.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.31,0.00,1,0,0,0,49.38,-8.97,74.25,16.05,0.00,61440.00,0.00,,0,,
09.09.2020 00:02,49.50,2.00,0.00,0.24,0.30,50.00,0.00,2,1,0,1,0,1,49.50,-5.00,-0.02,0.21,39.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.47,0.00,1,0,0,0,49.50,-5.78,74.19,16.03,0.00,61440.00,0.00,,0,,
09.09.2020 00:03,49.50,2.00,0.00,0.24,0.30,50.00,0.00,2,1,0,1,0,1,49.44,-5.00,-0.02,0.21,38.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.47,0.00,1,0,0,0,49.53,-5.77,74.19,16.03,0.00,61440.00,0.00,,0,,
09.09.2020 00:04,49.50,2.00,0.00,0.24,0.30,50.00,0.00,2,1,0,1,0,1,49.50,-5.00,-0.02,0.21,38.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.47,0.00,1,0,0,0,49.53,-5.72,74.19,16.03,0.00,61440.00,0.00,,0,,
09.09.2020 00:05,49.50,2.00,0.00,0.24,0.30,50.00,0.00,2,1,0,1,0,1,49.44,-5.00,-0.02,0.21,38.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.47,0.00,1,0,0,0,49.53,-5.74,74.19,16.03,0.00,61440.00,0.00,,0,,
09.09.2020 00:06,49.50,2.00,0.00,0.24,0.30,50.00,0.00,2,1,0,1,0,1,49.50,-5.00,-0.02,0.21,38.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.47,0.00,1,0,0,0,49.53,-5.72,74.12,16.03,0.00,61440.00,0.00,,0,,
09.09.2020 00:07,49.50,2.00,0.00,0.19,0.30,50.00,0.00,2,1,0,1,0,1,49.50,-4.00,-0.02,0.17,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.50,0.00,1,0,0,0,49.56,-4.75,74.12,16.02,0.00,61440.00,0.00,,0,,
09.09.2020 00:08,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.50,-4.00,-0.02,0.16,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.61,74.12,16.02,0.00,61440.00,0.00,,0,,
09.09.2020 00:09,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.59,-4.00,-0.02,0.17,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.61,74.12,16.02,0.00,61440.00,0.00,,0,,
09.09.2020 00:10,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.50,-4.00,-0.02,0.16,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.60,74.06,16.02,0.00,61440.00,0.00,,0,,
09.09.2020 00:11,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.59,-4.00,-0.02,0.16,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.60,74.06,16.02,0.00,61440.00,0.00,,0,,
09.09.2020 00:12,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.50,-4.00,-0.02,0.16,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.61,74.06,16.00,0.00,61440.00,0.00,,0,,
09.09.2020 00:13,49.59,2.00,0.00,0.18,0.18,50.00,0.00,2,1,0,1,0,1,49.59,-4.00,-0.02,0.16,37.00,0.00,0.00,0.00,0.00,0,0,16,11.21,11.83,49.53,0.00,1,0,0,0,49.59,-4.59,74.06,16.00,0.00,61440.00,0.00,,0,,
