v7.0,XT-Ubat- (MIN) [Vdc],XT-Uin [Vac],XT-Iin [Aac],XT-Pout [kVA],XT-Pout+ [kVA],XT-Fout [Hz],XT-Fin [Hz],XT-Phase [],XT-Mode [],XT-Transfert [],XT-RME [],XT-Aux 1 [],XT-Aux 2 [],XT-Ubat [Vdc],XT-Ibat [Adc],XT-Pin a [kW],XT-Pout a [kW],XT-Dev1+ (MAX) [?C],VS-Ppv [kW],,,,VS-Mod1 [],,VS-Dev1 [],VS-Upv [Vdc],,VS-Ubat [Vdc],VS-Ibat [Adc],VS-Phas [],VS-RME [],VS-Aux 1 [],VS-Aux 2 [],BSP-Ubat [Vdc],BSP-Ibat [Adc],BSP-SOC [%],BSP-Tbat [?C],Solar power (ALL) [kW],DEV XT-DBG1 [],DEV VS-locEr [],DEV SYS MSG,DEV SYS SCOM ERR,
,I3090,I3113,I3116,I3098,I3097,I3110,I3122,I3010,I3028,I3020,I3086,I3054,I3055,I3092,I3095,I3119,I3101,I3103,I15061,I15062,I15063,I15061,I15014,I15015,I15065,I15059,I15060,I15054,I15057,I15002,I15111,I15088,I15089,I7030,I7031,I7032,I7033,I17999,I3140,I15109,I17997,I17998,
,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1-1,L1-1,L1-1,L1-1,L1-1,1,1,1,ALL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALL,1,1,1,1,
14.08.2020 00:00,50.44,2.00,0.00,0.30,0.36,50.00,0.00,4,1,0,1,0,1,50.38,-6.00,-0.02,0.26,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.41,0.00,3,0,0,0,50.47,-6.73,73.44,21.34,0.00,61440.00,0.00,,0,,
14.08.2020 00:01,50.44,2.00,0.00,0.30,0.36,50.00,0.00,4,1,0,1,0,1,50.44,-6.00,-0.02,0.26,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.41,0.00,3,0,0,0,50.47,-6.73,73.38,21.33,0.00,61440.00,0.00,,0,,
14.08.2020 00:02,50.44,2.00,0.00,0.30,0.36,50.00,0.00,4,1,0,1,0,1,50.38,-6.00,-0.02,0.26,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.41,0.00,3,0,0,0,50.47,-6.75,73.38,21.33,0.00,61440.00,0.00,,0,,
14.08.2020 00:03,50.44,2.00,0.00,0.30,0.36,50.00,0.00,4,1,0,1,0,1,50.44,-6.00,-0.02,0.26,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.41,0.00,3,0,0,0,50.47,-6.74,73.38,21.33,0.00,61440.00,0.00,,0,,
14.08.2020 00:04,50.44,2.00,0.00,0.30,0.36,50.00,0.00,4,1,0,1,0,1,50.38,-6.00,-0.02,0.26,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.41,0.00,3,0,0,0,50.47,-6.71,73.31,21.31,0.00,61440.00,0.00,,0,,
14.08.2020 00:05,49.94,2.00,0.00,0.67,2.26,50.00,0.00,4,1,0,1,0,1,50.19,-11.00,-0.02,0.50,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.25,0.00,3,0,0,0,50.31,-12.36,73.31,21.31,0.00,61440.00,0.00,,0,,
14.08.2020 00:06,50.19,2.00,0.00,0.71,0.71,50.00,0.00,4,1,0,1,0,1,50.28,-11.00,-0.02,0.51,44.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.19,0.00,3,0,0,0,50.25,-12.41,73.25,21.31,0.00,61440.00,0.00,,0,,
14.08.2020 00:07,50.19,2.00,0.00,0.71,0.71,50.00,0.00,4,1,0,1,0,1,50.19,-11.00,-0.02,0.50,45.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.16,0.00,3,0,0,0,50.25,-12.30,73.25,21.30,0.00,61440.00,0.00,,0,,
14.08.2020 00:08,50.19,2.00,0.00,0.71,0.89,50.00,0.00,4,1,0,1,0,1,50.12,-11.00,-0.02,0.52,45.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.16,0.00,3,0,0,0,50.22,-12.58,73.19,21.30,0.00,61440.00,0.00,,0,,
14.08.2020 00:09,50.19,2.00,0.00,0.71,0.77,50.00,0.00,4,1,0,1,0,1,50.12,-11.00,-0.02,0.52,45.00,0.00,0.00,0.00,0.00,0,0,20,11.29,11.88,50.16,0.00,3,0,0,0,50.22,-12.69,73.19,21.30,0.00,61440.00,0.00,,0,,
14.08.2020 00:10,49.69,2.00,0.00,0.80,2.69,50.00,0.00,4,1,0,1,0,1,50.19,-13.00,-0.02,0.58,45.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.12,0.00,3,0,0,0,50.19,-14.43,73.12,21.28,0.00,61440.00,0.00,,0,,
14.08.2020 00:11,50.00,2.00,0.00,1.13,1.19,50.00,0.00,4,1,0,1,0,1,49.94,-18.00,-0.02,0.81,45.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.97,0.00,3,0,0,0,50.03,-19.25,73.06,21.28,0.00,61440.00,0.00,,0,,
14.08.2020 00:12,50.00,2.00,0.00,1.13,1.13,50.00,0.00,4,1,0,1,0,1,50.00,-18.00,-0.02,0.81,46.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.03,-19.16,73.00,21.28,0.00,61440.00,0.00,,0,,
14.08.2020 00:13,49.94,2.00,0.00,1.13,1.13,50.00,0.00,4,1,0,1,0,1,49.94,-18.00,-0.02,0.80,46.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.03,-19.09,72.94,21.27,0.00,61440.00,0.00,,0,,
14.08.2020 00:14,49.94,2.00,0.00,1.12,1.13,50.00,0.00,4,1,0,1,0,1,49.94,-18.00,-0.02,0.80,47.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.03,-19.05,72.94,21.27,0.00,61440.00,0.00,,0,,
14.08.2020 00:15,49.94,2.00,0.00,1.13,1.13,50.00,0.00,4,1,0,1,0,1,50.00,-18.00,-0.02,0.80,47.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.03,-19.06,72.88,21.25,0.00,61440.00,0.00,,0,,
14.08.2020 00:16,49.94,2.00,0.00,1.13,1.13,50.00,0.00,4,1,0,1,0,1,50.00,-18.00,-0.02,0.80,47.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.00,-19.00,72.81,21.25,0.00,61440.00,0.00,,0,,
14.08.2020 00:17,49.94,2.00,0.00,1.13,1.13,50.00,0.00,4,1,0,1,0,1,49.94,-18.00,-0.02,0.79,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.94,0.00,3,0,0,0,50.00,-18.86,72.75,21.25,0.00,61440.00,0.00,,0,,
14.08.2020 00:18,49.59,2.00,0.00,1.16,2.77,50.00,0.00,4,1,0,1,0,1,49.84,-19.00,-0.02,0.83,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.91,0.00,3,0,0,0,50.00,-19.77,72.69,21.23,0.00,61440.00,0.00,,0,,
14.08.2020 00:19,49.94,2.00,0.00,1.19,1.19,50.00,0.00,4,1,0,1,0,1,49.94,-19.00,-0.02,0.85,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.91,0.00,3,0,0,0,49.97,-20.11,72.62,21.23,0.00,61440.00,0.00,,0,,
14.08.2020 00:20,49.94,2.00,0.00,1.18,1.19,50.00,0.00,4,1,0,1,0,1,49.84,-19.00,-0.02,0.84,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.91,0.00,3,0,0,0,49.97,-20.02,72.56,21.23,0.00,61440.00,0.00,,0,,
14.08.2020 00:21,49.94,2.00,0.00,1.19,1.19,50.00,0.00,4,1,0,1,0,1,49.94,-19.00,-0.02,0.84,49.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,49.88,0.00,3,0,0,0,49.97,-20.00,72.50,21.23,0.00,61440.00,0.00,,0,,
14.08.2020 00:22,49.94,2.00,0.00,0.83,1.19,50.00,0.00,4,1,0,1,0,1,49.94,-13.00,-0.02,0.61,49.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.00,0.00,3,0,0,0,50.09,-14.54,72.44,21.22,0.00,61440.00,0.00,,0,,
14.08.2020 00:23,50.12,2.00,0.00,0.45,0.77,50.00,0.00,4,1,0,1,0,1,50.19,-8.00,-0.02,0.36,49.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.16,0.00,3,0,0,0,50.25,-8.82,72.44,21.22,0.00,61440.00,0.00,,0,,
14.08.2020 00:24,50.28,2.00,0.00,0.36,0.42,50.00,0.00,4,1,0,1,0,1,50.28,-7.00,-0.02,0.30,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.25,0.00,3,0,0,0,50.34,-7.62,72.38,21.22,0.00,61440.00,0.00,,0,,
14.08.2020 00:25,50.38,2.00,0.00,0.36,0.42,50.00,0.00,4,1,0,1,0,1,50.38,-7.00,-0.02,0.30,48.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.28,0.00,3,0,0,0,50.34,-7.62,72.38,21.22,0.00,61440.00,0.00,,0,,
14.08.2020 00:26,50.38,2.00,0.00,0.36,0.42,50.00,0.00,4,1,0,1,0,1,50.28,-7.00,-0.02,0.30,47.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.28,0.00,3,0,0,0,50.34,-7.62,72.38,21.20,0.00,61440.00,0.00,,0,,
14.08.2020 00:27,50.38,2.00,0.00,0.36,0.36,50.00,0.00,4,1,0,1,0,1,50.28,-7.00,-0.02,0.30,47.00,0.00,0.00,0.00,0.00,0,0,20,11.28,11.88,50.28,0.00,3,0,0,0,50.34,-7.61,72.31,21.20,0.00,61440.00,0.00,,0,,
