v7.0,XT-Ubat- (MIN) [Vdc],XT-Uin [Vac],XT-Iin [Aac],XT-Pout [kVA],XT-Pout+ [kVA],XT-Fout [Hz],XT-Fin [Hz],XT-Phase [],XT-Mode [],XT-Transfert [],XT-RME [],XT-Aux 1 [],XT-Aux 2 [],XT-Ubat [Vdc],XT-Ibat [Adc],XT-Pin a [kW],XT-Pout a [kW],XT-Dev1+ (MAX) [?C],VS-Ppv [kW],,,,VS-Mod1 [],,VS-Dev1 [],VS-Upv [Vdc],,VS-Ubat [Vdc],VS-Ibat [Adc],VS-Phas [],VS-RME [],VS-Aux 1 [],VS-Aux 2 [],BSP-Ubat [Vdc],BSP-Ibat [Adc],BSP-SOC [%],BSP-Tbat [?C],Solar power (ALL) [kW],DEV XT-DBG1 [],DEV VS-locEr [],DEV SYS MSG,DEV SYS SCOM ERR,
,I3090,I3113,I3116,I3098,I3097,I3110,I3122,I3010,I3028,I3020,I3086,I3054,I3055,I3092,I3095,I3119,I3101,I3103,I15061,I15062,I15063,I15061,I15014,I15015,I15065,I15059,I15060,I15054,I15057,I15002,I15111,I15088,I15089,I7030,I7031,I7032,I7033,I17999,I3140,I15109,I17997,I17998,
,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1,L1-1,L1-1,L1-1,L1-1,L1-1,1,1,1,ALL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ALL,1,1,1,1,
13.09.2020 00:00,48.56,2.00,0.00,0.81,0.83,50.00,0.00,1,1,0,1,0,1,48.47,-15.00,-0.02,0.63,41.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-15.37,53.44,16.47,0.00,61440.00,0.00,,0,,
13.09.2020 00:01,48.56,2.00,0.00,0.79,0.83,50.00,0.00,1,1,0,1,0,1,48.47,-15.00,-0.02,0.62,41.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-15.29,53.38,16.45,0.00,61440.00,0.00,,0,,
13.09.2020 00:02,48.56,2.00,0.00,0.78,0.83,50.00,0.00,1,1,0,1,0,1,48.56,-15.00,-0.02,0.62,41.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-15.18,53.31,16.45,0.00,61440.00,0.00,,0,,
13.09.2020 00:03,48.56,2.00,0.00,0.77,0.83,50.00,0.00,1,1,0,1,0,1,48.47,-15.00,-0.02,0.61,41.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-15.08,53.25,16.45,0.00,61440.00,0.00,,0,,
13.09.2020 00:04,48.56,2.00,0.00,0.77,0.83,50.00,0.00,1,1,0,1,0,1,48.56,-14.00,-0.02,0.61,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-14.98,53.19,16.45,0.00,61440.00,0.00,,0,,
13.09.2020 00:05,48.56,2.00,0.00,0.77,0.77,50.00,0.00,1,1,0,1,0,1,48.47,-14.00,-0.02,0.60,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.53,-14.91,53.12,16.44,0.00,61440.00,0.00,,0,,
13.09.2020 00:06,48.56,2.00,0.00,0.77,0.77,50.00,0.00,1,1,0,1,0,1,48.56,-14.00,-0.02,0.60,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.50,-14.87,53.09,16.44,0.00,61440.00,0.00,,0,,
13.09.2020 00:07,48.56,2.00,0.00,0.77,0.77,50.00,0.00,1,1,0,1,0,1,48.47,-14.00,-0.02,0.60,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.50,-14.81,53.03,16.44,0.00,61440.00,0.00,,0,,
13.09.2020 00:08,48.06,2.00,0.00,0.78,2.71,50.00,0.00,1,1,0,1,0,1,48.47,-14.00,-0.02,0.60,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.47,0.00,0,0,0,0,48.50,-14.98,52.97,16.44,0.00,61440.00,0.00,,0,,
13.09.2020 00:09,47.94,2.00,0.00,1.26,2.83,50.00,0.00,1,1,0,1,0,1,48.38,-22.00,-0.02,0.94,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.28,0.00,0,0,0,0,48.34,-22.97,52.91,16.44,0.00,61440.00,0.00,,0,,
13.09.2020 00:10,48.31,2.00,0.00,0.94,1.25,50.00,0.00,1,1,0,1,0,1,48.38,-17.00,-0.02,0.74,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.38,0.00,0,0,0,0,48.41,-18.03,52.81,16.42,0.00,61440.00,0.00,,0,,
13.09.2020 00:11,48.47,2.00,0.00,0.84,0.89,50.00,0.00,1,1,0,1,0,1,48.47,-16.00,-0.02,0.69,42.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.44,-16.80,52.75,16.42,0.00,61440.00,0.00,,0,,
13.09.2020 00:12,48.47,2.00,0.00,0.83,0.89,50.00,0.00,1,1,0,1,0,1,48.38,-16.00,-0.02,0.67,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.47,-16.44,52.69,16.42,0.00,61440.00,0.00,,0,,
13.09.2020 00:13,48.47,2.00,0.00,0.83,0.83,50.00,0.00,1,1,0,1,0,1,48.47,-16.00,-0.02,0.67,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.47,-16.34,52.62,16.42,0.00,61440.00,0.00,,0,,
13.09.2020 00:14,48.47,2.00,0.00,0.83,0.83,50.00,0.00,1,1,0,1,0,1,48.38,-16.00,-0.02,0.67,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.47,-16.30,52.56,16.41,0.00,61440.00,0.00,,0,,
13.09.2020 00:15,48.47,2.00,0.00,0.83,0.83,50.00,0.00,1,1,0,1,0,1,48.47,-16.00,-0.02,0.67,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.44,-16.25,52.50,16.41,0.00,61440.00,0.00,,0,,
13.09.2020 00:16,48.47,2.00,0.00,0.83,0.83,50.00,0.00,1,1,0,1,0,1,48.38,-16.00,-0.02,0.66,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.41,0.00,0,0,0,0,48.44,-16.05,52.44,16.41,0.00,61440.00,0.00,,0,,
13.09.2020 00:17,48.47,2.00,0.00,0.42,0.83,50.00,0.00,1,1,0,1,0,1,48.56,-9.00,-0.02,0.39,43.00,0.00,0.00,0.00,0.00,0,0,17,11.19,11.80,48.56,0.00,0,0,0,0,48.59,-9.80,52.38,16.41,0.00,61440.00,0.00,,0,,
